Age_of_Farmer,Annual_Income,Land_Size_Acres,Land_Location,Irrigation_Facility,Credit_Score,Existing_Loans,Requested_Loan_Amount,Loan_Purpose,Loan_Type,Land_Ownership,Loan_History,Approved_Loan_Amount,Soil_pH,Nitrogen_kg_per_ha,Phosphorus_kg_per_ha,Potassium_kg_per_ha
52,521870.0,3.28,Near_Village,drip,760,0,196800.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,7.17,417,19,283
26,596891.0,3.94,Near_City,borewell,600,1,315200.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,7.46,181,12,266
38,401599.0,2.16,Far,canal,590,2,86400.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0,6.74,634,39,123
38,967736.0,6.84,Far,drip,840,0,273600.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,8.32,238,20,362
48,753328.0,5.52,Near_Village,rainfed,710,1,331200.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,6.24,333,31,253
49,631028.0,4.14,Far,rainfed,820,1,165600.0,Equipment_Purchase,Short_Term,Owned,Repeat,156492.0,7.28,126,42,323
55,1062385.0,7.67,Near_Village,rainfed,820,0,460200.0,Borewell_Installation,Short_Term,Owned,First_Time,393471.0,6.53,421,13,211
57,506390.0,3.66,Far,canal,400,3,146400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,8.32,343,22,102
25,620285.0,3.93,Far,borewell,690,2,157200.0,Equipment_Purchase,Short_Term,Owned,Repeat,145724.4,6.92,208,45,91
30,566346.0,4.28,Near_Village,borewell,760,0,256800.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,7.74,497,39,85
47,849850.0,6.14,Near_City,borewell,670,2,491200.0,Borewell_Installation,Long_Term,Owned,First_Time,419976.0,6.37,329,24,206
49,203815.0,1.1,Near_City,drip,620,0,88000.0,Equipment_Purchase,Long_Term,Owned,First_Time,75240.0,8.49,338,8,169
46,922106.0,6.89,Far,rainfed,570,3,275600.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,7.41,123,11,286
53,730384.0,5.63,Near_City,borewell,840,0,450400.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,5.78,378,24,260
32,995903.0,7.17,Near_City,canal,570,3,573600.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,7.15,425,39,72
46,246869.0,0.89,Near_City,drip,450,3,71200.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,5.99,534,26,122
53,677926.0,4.99,Near_City,canal,790,0,399200.0,Irrigation_Setup,Long_Term,Owned,First_Time,341316.0,7.82,610,36,68
61,883143.0,6.86,Near_Village,drip,810,0,411600.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.58,670,49,292
36,274543.0,1.1,Near_City,drip,460,2,88000.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,5.58,599,20,244
50,256533.0,1.6,Near_City,canal,360,3,128000.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,7.71,360,43,186
40,953342.0,6.85,Far,drip,610,2,274000.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,5.67,462,34,332
57,415983.0,2.6,Far,canal,480,3,104000.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.46,468,19,342
32,366040.0,2.5,Far,canal,580,1,100000.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,6.0,427,10,121
52,876227.0,6.55,Far,drip,570,3,262000.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,5.88,655,5,251
64,565154.0,3.88,Near_Village,rainfed,660,1,232800.0,Irrigation_Setup,Short_Term,Owned,First_Time,199044.0,7.11,308,37,291
26,384705.0,2.36,Far,drip,510,2,94400.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,7.9,392,35,359
53,842936.0,6.02,Near_City,rainfed,840,0,481600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,6.23,686,15,111
59,168846.0,0.66,Near_Village,borewell,560,1,39600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,6.47,447,16,227
45,476974.0,3.33,Near_Village,rainfed,490,3,199800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,6.26,571,43,278
64,268665.0,1.57,Far,rainfed,640,0,62800.0,Equipment_Purchase,Short_Term,Owned,First_Time,53694.0,7.86,208,20,236
61,703568.0,4.62,Near_City,canal,450,3,369600.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,5.74,506,12,293
30,277791.0,1.81,Near_City,drip,560,1,144800.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.86,118,9,150
36,708188.0,5.0,Far,rainfed,770,1,200000.0,Crop_Cultivation,Short_Term,Owned,First_Time,171000.0,6.54,236,12,105
43,409794.0,2.91,Near_Village,borewell,530,2,174600.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,8.29,208,36,182
39,727126.0,5.03,Far,rainfed,650,3,201200.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0,8.2,552,33,352
39,287445.0,1.16,Far,borewell,700,1,46400.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,43012.8,6.23,361,11,163
37,1039007.0,7.58,Near_Village,canal,760,0,454800.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.08,603,25,175
43,958965.0,7.14,Near_Village,canal,820,0,428400.0,Borewell_Installation,Short_Term,Owned,First_Time,366282.0,7.99,413,49,136
64,736843.0,5.02,Far,rainfed,680,1,200800.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,7.77,576,19,115
34,232908.0,0.81,Near_City,borewell,370,3,64800.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,6.74,137,39,178
56,380771.0,2.75,Far,rainfed,600,0,110000.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,6.41,102,27,339
57,980174.0,7.6,Near_City,canal,760,1,608000.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,6.38,671,37,138
42,654479.0,4.99,Near_Village,drip,660,2,299400.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,5.55,470,24,209
34,312180.0,2.11,Near_City,rainfed,710,0,168800.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.82,331,16,230
63,901889.0,7.0,Near_City,rainfed,620,3,560000.0,Borewell_Installation,Short_Term,Owned,Repeat,0.0,7.35,190,32,148
26,719738.0,5.52,Near_City,rainfed,790,0,441600.0,Equipment_Purchase,Long_Term,Owned,First_Time,377568.0,6.24,592,18,194
35,582011.0,3.68,Far,canal,430,3,147200.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.97,627,30,277
55,983503.0,7.45,Far,drip,770,1,298000.0,Borewell_Installation,Long_Term,Owned,First_Time,254790.0,6.5,618,26,382
62,621889.0,4.19,Far,borewell,760,0,167600.0,Equipment_Purchase,Short_Term,Owned,First_Time,143298.0,5.78,138,34,281
34,482350.0,3.08,Far,rainfed,740,0,123200.0,Irrigation_Setup,Long_Term,Owned,First_Time,105336.0,7.06,281,21,217
35,918601.0,6.84,Near_Village,canal,760,0,410400.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,6.69,572,45,390
42,584861.0,3.64,Near_City,borewell,670,2,291200.0,Borewell_Installation,Long_Term,Owned,Repeat,262080.0,7.6,154,9,200
41,239430.0,1.44,Near_City,drip,640,0,115200.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.37,236,31,251
49,383951.0,2.18,Near_City,canal,770,0,174400.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,164808.0,6.23,625,43,346
36,752519.0,5.62,Near_City,rainfed,570,3,449600.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,7.55,523,42,157
45,660444.0,4.57,Near_City,borewell,820,1,365600.0,Irrigation_Setup,Long_Term,Owned,Repeat,345492.0,6.45,309,35,260
57,967896.0,7.54,Far,rainfed,620,3,301600.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,7.52,467,42,399
44,399873.0,2.19,Near_Village,canal,710,0,131400.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,8.2,545,22,228
45,552481.0,3.89,Near_Village,drip,590,2,233400.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,8.13,670,25,72
38,950959.0,7.25,Near_City,canal,840,0,580000.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,7.08,500,39,293
46,143884.0,0.52,Near_Village,rainfed,700,0,31200.0,Borewell_Installation,Long_Term,Owned,Repeat,28922.4,8.11,662,7,193
37,411003.0,2.29,Near_City,rainfed,510,3,183200.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,6.89,257,5,138
28,939370.0,6.92,Near_City,borewell,680,1,553600.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.62,572,9,240
63,475824.0,3.27,Near_City,canal,500,2,261600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,6.84,103,16,373
52,214388.0,1.35,Near_City,borewell,550,2,108000.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,6.8,641,35,192
53,877040.0,6.41,Far,drip,820,0,256400.0,Crop_Cultivation,Short_Term,Owned,First_Time,219222.0,7.03,677,46,102
44,944065.0,6.74,Far,drip,710,1,269600.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,6.98,410,42,165
40,898639.0,6.87,Near_Village,rainfed,510,3,412200.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,8.29,485,40,72
35,411141.0,2.42,Near_City,borewell,710,1,193600.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,5.81,580,32,133
30,677946.0,4.5,Near_Village,borewell,680,1,270000.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,6.37,406,20,130
58,723949.0,4.93,Near_Village,drip,550,2,295800.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,7.52,376,24,356
60,1030331.0,7.53,Near_City,rainfed,620,3,602400.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0,6.98,524,44,143
33,956187.0,7.04,Far,canal,590,3,281600.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,8.18,149,45,119
62,994726.0,7.47,Near_Village,drip,820,1,448200.0,Borewell_Installation,Short_Term,Owned,Repeat,423549.0,6.74,107,19,289
48,805920.0,6.06,Near_Village,canal,750,2,363600.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,337057.2,7.1,231,36,301
42,638100.0,4.66,Near_Village,rainfed,560,3,279600.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,7.64,508,36,330
40,722639.0,5.55,Near_City,canal,820,0,444000.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,379620.0,7.31,670,8,146
25,385249.0,2.17,Near_City,borewell,530,2,173600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,6.64,281,40,195
54,624307.0,4.53,Near_Village,borewell,560,3,271800.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,6.91,481,10,182
28,479237.0,3.0,Near_Village,drip,560,2,180000.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,7.39,222,47,360
60,227187.0,1.23,Near_Village,rainfed,670,0,73800.0,Borewell_Installation,Long_Term,Owned,Repeat,66420.0,8.12,286,29,161
34,985389.0,7.32,Near_City,drip,750,2,585600.0,Equipment_Purchase,Long_Term,Owned,Repeat,542851.2,6.56,227,23,281
51,323504.0,2.11,Far,drip,690,0,84400.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,72162.0,6.01,273,33,280
55,210211.0,0.95,Far,rainfed,450,3,38000.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0,6.15,476,29,388
46,608218.0,4.62,Far,canal,790,0,184800.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,158004.0,6.03,459,21,213
57,491294.0,3.16,Near_Village,borewell,560,2,189600.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0,7.47,409,44,306
65,901832.0,6.31,Near_Village,borewell,640,2,378600.0,Equipment_Purchase,Long_Term,Owned,First_Time,323703.0,6.66,267,46,188
34,422418.0,2.72,Near_City,rainfed,590,2,217600.0,Irrigation_Setup,Short_Term,Owned,First_Time,0.0,7.68,341,26,255
41,528632.0,3.78,Far,drip,710,1,151200.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,7.92,496,31,229
43,775532.0,5.23,Near_City,borewell,670,2,418400.0,Irrigation_Setup,Long_Term,Owned,First_Time,357732.0,5.99,608,32,222
41,709709.0,4.73,Near_City,rainfed,620,3,378400.0,Irrigation_Setup,Long_Term,Owned,Repeat,0.0,7.89,264,16,257
31,720864.0,5.29,Near_City,borewell,790,1,423200.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,6.42,349,11,112
48,543065.0,3.59,Far,rainfed,740,0,143600.0,Irrigation_Setup,Long_Term,Owned,First_Time,122778.0,7.25,326,31,184
39,516377.0,3.62,Near_City,rainfed,760,0,289600.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.16,640,28,331
28,587236.0,4.24,Far,canal,740,1,169600.0,Crop_Cultivation,Long_Term,Owned,Repeat,157219.2,6.85,177,36,71
29,206279.0,0.87,Near_Village,canal,380,2,52200.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.88,572,17,211
50,573487.0,4.18,Near_Village,borewell,680,0,250800.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.61,257,12,324
57,721368.0,4.94,Near_Village,rainfed,730,1,296400.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,6.7,165,25,115
37,530000.0,3.23,Far,canal,630,1,129200.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,7.88,226,21,249
51,257331.0,1.5,Near_Village,borewell,620,1,90000.0,Irrigation_Setup,Long_Term,Owned,First_Time,76950.0,8.28,192,21,101
62,270094.0,1.19,Near_Village,rainfed,610,1,71400.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.19,616,21,327
42,870140.0,6.59,Near_Village,drip,710,1,395400.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,7.34,407,26,236
53,788509.0,5.99,Near_Village,drip,840,0,359400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,5.8,405,8,388
42,408067.0,2.34,Near_Village,borewell,570,3,140400.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,0.0,7.28,467,42,311
58,1018084.0,7.61,Near_City,rainfed,850,0,608800.0,Irrigation_Setup,Long_Term,Owned,Repeat,575316.0,6.4,553,33,113
36,206019.0,1.06,Far,borewell,390,3,42400.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,7.43,398,23,340
46,844592.0,6.05,Near_City,canal,590,3,484000.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,6.01,473,11,384
46,920122.0,6.54,Near_City,canal,750,2,523200.0,Irrigation_Setup,Short_Term,Owned,Repeat,485006.4,7.66,508,39,372
51,918051.0,6.98,Far,borewell,590,3,279200.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,8.25,433,14,227
52,831073.0,5.99,Near_Village,drip,510,3,359400.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,5.84,303,31,231
40,565374.0,3.52,Near_City,canal,680,0,281600.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,5.75,221,46,50
37,968585.0,7.65,Near_City,borewell,820,0,612000.0,Irrigation_Setup,Long_Term,Owned,First_Time,523260.0,6.39,245,47,158
55,703488.0,4.98,Near_Village,drip,820,1,298800.0,Equipment_Purchase,Long_Term,Owned,Repeat,282366.0,8.35,613,15,337
35,663570.0,4.64,Near_City,borewell,760,1,371200.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,8.28,211,36,140
30,1008808.0,7.79,Near_Village,borewell,690,2,467400.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.08,618,41,317
50,432515.0,3.16,Near_Village,canal,770,1,189600.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,179172.0,7.4,417,22,329
32,316861.0,1.9,Near_Village,borewell,440,3,114000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,6.31,639,46,329
35,529831.0,3.83,Near_Village,canal,510,3,229800.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,6.22,142,10,113
28,881957.0,6.15,Near_City,canal,560,3,492000.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,8.24,565,15,397
63,944095.0,6.67,Near_Village,borewell,480,3,400200.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,6.11,658,46,261
32,770865.0,5.95,Near_City,borewell,510,3,476000.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.22,230,19,53
36,271890.0,1.7,Near_City,rainfed,420,3,136000.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0,6.52,672,33,320
40,505402.0,3.08,Near_City,borewell,610,2,246400.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,7.54,482,37,123
50,352431.0,1.89,Far,rainfed,610,0,75600.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,7.45,561,11,242
41,217584.0,1.29,Near_City,drip,490,2,103200.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,6.31,667,28,375
53,861826.0,6.32,Near_Village,rainfed,670,2,379200.0,Borewell_Installation,Long_Term,Owned,First_Time,324216.0,6.44,377,35,390
64,839713.0,6.57,Near_Village,drip,730,0,394200.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.46,279,15,100
50,279540.0,1.26,Near_City,canal,600,2,100800.0,Irrigation_Setup,Short_Term,Owned,Repeat,0.0,6.41,571,9,222
60,287824.0,1.35,Far,rainfed,410,3,54000.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,7.94,653,11,312
28,648289.0,4.21,Far,rainfed,590,3,168400.0,Equipment_Purchase,Long_Term,Owned,Repeat,0.0,6.96,512,32,394
59,983431.0,7.25,Near_Village,canal,850,0,435000.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,411075.0,6.39,172,6,315
27,436059.0,3.02,Far,drip,790,0,120800.0,Borewell_Installation,Long_Term,Owned,Repeat,114156.0,8.46,180,17,71
61,549933.0,3.89,Near_City,drip,460,3,311200.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,8.17,456,33,242
30,357872.0,2.42,Near_City,drip,620,2,193600.0,Equipment_Purchase,Short_Term,Owned,Repeat,174240.0,5.61,255,34,308
34,1022437.0,7.49,Near_City,drip,650,3,599200.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,0.0,6.12,637,26,357
56,666110.0,4.43,Far,canal,730,1,177200.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,7.62,312,35,322
43,522618.0,3.48,Near_Village,rainfed,670,2,208800.0,Crop_Cultivation,Long_Term,Owned,Repeat,187920.0,8.5,102,6,258
37,949689.0,6.98,Near_City,rainfed,850,0,558400.0,Borewell_Installation,Long_Term,Owned,Repeat,527688.0,6.29,697,33,92
50,1051875.0,7.93,Near_Village,borewell,750,2,475800.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,441066.6,8.39,278,43,243
42,256034.0,1.43,Near_Village,drip,540,2,85800.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,6.35,592,10,110
32,331235.0,2.2,Near_City,rainfed,690,0,176000.0,Crop_Cultivation,Long_Term,Owned,First_Time,150480.0,6.14,624,7,62
37,238306.0,0.84,Near_City,borewell,650,1,67200.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,60480.0,7.42,258,37,135
27,358160.0,2.12,Far,borewell,610,1,84800.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,7.9,123,35,396
54,322867.0,1.91,Near_Village,borewell,600,2,114600.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,8.24,406,38,172
56,741696.0,5.18,Near_City,drip,820,1,414400.0,Irrigation_Setup,Long_Term,Owned,Repeat,391608.0,6.66,487,46,56
53,884873.0,6.61,Near_Village,drip,840,0,396600.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.66,487,8,155
35,955601.0,7.12,Near_City,canal,840,0,569600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,7.57,489,32,103
55,772694.0,5.88,Far,drip,820,0,235200.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,201096.0,6.44,514,40,347
65,651508.0,4.52,Far,borewell,790,1,180800.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,170856.0,6.56,321,11,275
45,781123.0,5.67,Near_Village,canal,610,2,340200.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.86,338,36,92
61,207452.0,0.88,Near_City,drip,380,2,70400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.53,491,25,375
27,331072.0,1.6,Near_Village,borewell,570,2,96000.0,Borewell_Installation,Long_Term,Owned,Repeat,0.0,8.18,259,49,355
31,995095.0,7.82,Far,borewell,760,0,312800.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,8.01,495,15,266
59,1021174.0,7.67,Far,canal,790,0,306800.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,262314.0,7.89,525,26,379
54,606842.0,3.87,Near_Village,drip,680,1,232200.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,7.09,142,39,109
34,970737.0,7.52,Far,borewell,770,1,300800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,257184.0,6.9,127,7,108
58,814843.0,6.18,Far,borewell,810,0,247200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,7.58,437,33,232
33,199616.0,1.23,Far,borewell,490,2,49200.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,6.78,635,22,125
34,733007.0,5.58,Near_Village,borewell,850,0,334800.0,Irrigation_Setup,Short_Term,Owned,Repeat,316386.0,6.32,207,29,354
40,994737.0,7.18,Near_Village,drip,850,0,430800.0,Borewell_Installation,Long_Term,Owned,Repeat,407106.0,7.98,268,10,63
50,120784.0,0.58,Near_City,rainfed,550,2,46400.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0,6.99,398,23,54
43,469582.0,2.78,Near_City,rainfed,430,3,222400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.33,455,35,267
44,321303.0,2.0,Near_City,canal,770,0,160000.0,Crop_Cultivation,Short_Term,Owned,Repeat,151200.0,6.93,609,44,271
35,638747.0,4.47,Near_Village,drip,560,3,268200.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,6.03,147,16,223
64,1048540.0,7.75,Far,rainfed,820,1,310000.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,292950.0,5.91,526,8,67
51,666313.0,4.31,Near_Village,borewell,790,0,258600.0,Borewell_Installation,Long_Term,Owned,First_Time,221103.0,7.32,492,16,82
32,1005697.0,7.46,Near_Village,rainfed,790,1,447600.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,7.82,687,34,130
59,830528.0,6.35,Near_City,drip,740,1,508000.0,Equipment_Purchase,Short_Term,Owned,First_Time,434340.0,5.95,320,25,206
65,321453.0,1.99,Near_Village,drip,490,2,119400.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,5.59,116,36,192
41,928878.0,6.99,Far,rainfed,770,1,279600.0,Crop_Cultivation,Short_Term,Owned,First_Time,239058.0,6.17,482,39,329
50,207868.0,1.04,Near_Village,canal,700,0,62400.0,Equipment_Purchase,Long_Term,Owned,Repeat,57844.8,6.51,243,31,242
26,997893.0,7.43,Far,drip,580,2,297200.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.8,411,20,358
62,246570.0,1.21,Near_Village,borewell,520,2,72600.0,Borewell_Installation,Short_Term,Owned,Repeat,0.0,7.79,118,5,198
63,522628.0,3.82,Near_Village,borewell,640,2,229200.0,Crop_Cultivation,Long_Term,Owned,Repeat,206280.0,8.31,361,46,54
51,396691.0,2.86,Near_City,borewell,630,0,228800.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.64,650,39,298
26,585635.0,3.79,Near_Village,drip,710,0,227400.0,Equipment_Purchase,Short_Term,Owned,First_Time,194427.0,8.21,538,33,162
58,338393.0,2.07,Near_Village,drip,550,1,124200.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.42,632,43,373
36,932714.0,7.21,Near_City,canal,760,0,576800.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,7.6,449,33,223
57,330436.0,1.58,Near_City,canal,470,3,126400.0,Irrigation_Setup,Long_Term,Owned,Repeat,0.0,5.88,200,21,236
27,514574.0,3.55,Far,rainfed,460,3,142000.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,8.4,459,28,76
27,662401.0,4.69,Near_Village,rainfed,510,3,281400.0,Borewell_Installation,Long_Term,Owned,First_Time,0.0,6.89,489,40,343
35,382302.0,2.57,Near_City,canal,580,1,205600.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,8.39,629,27,176
26,475768.0,3.02,Near_City,rainfed,730,0,241600.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,5.93,440,22,131
25,276432.0,1.35,Far,rainfed,530,1,54000.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,6.93,358,41,182
26,496432.0,3.5,Near_City,borewell,400,3,280000.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,8.28,584,48,175
45,467985.0,2.71,Near_City,borewell,680,0,216800.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.43,495,11,247
60,470620.0,3.16,Far,rainfed,790,0,126400.0,Equipment_Purchase,Short_Term,Owned,Repeat,119448.0,6.57,144,10,115
26,854059.0,6.0,Far,drip,580,2,240000.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,5.87,430,14,136
41,306950.0,2.08,Far,borewell,660,1,83200.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.86,330,30,87
35,290151.0,1.33,Near_Village,drip,750,0,79800.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,73974.6,5.75,182,27,227
50,1019371.0,7.34,Near_Village,borewell,590,3,440400.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,8.3,413,27,143
60,789737.0,5.74,Near_Village,borewell,820,1,344400.0,Borewell_Installation,Short_Term,Owned,Repeat,325458.0,7.46,447,39,53
